amenities,address,phone,id,target,scraped
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"15121 24 Mile Rd. Shelby Township, MI 48315",586-677-4016# 8156,8156,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"13500 22 Mile Rd. Shelby Township, MI 48315",586-997-2050# 8189,8189,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"53069 Van Dyke Shelby Township, MI 48316",586-781-2655# 8416,8416,FALSE,2021-11-20
,"30333 Southfield Rd Southfield, MI 48076",,17285,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"30920 Southfield Rd. Southfield, MI 48076",248-647-7472# 8021,8021,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"21911 West Eleven Mile Rd. Southfield, MI 48076",248-353-9898# 8034,8034,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"18130 West 10 Mile Rd. Southfield, MI 48075",248-569-0233# 8058,8058,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"19993 W. 12 Mile Rd. Southfield, MI 48076",248-559-9810# 8063,8063,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"26026 W. 12 Mile Rd. Southfield, MI 48034",248-350-0280# 8143,8143,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"23881 Greenfield Rd. Southfield, MI 48075",248-424-5002# 8233,8233,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"11125 Allen Road Southgate, MI 48195",734-287-4030# 8028,8028,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"15300 Eureka Rd. Southgate, MI 48195",734-283-9500# 8114,8114,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13545 Eureka Road Southgate, MI 48195",734-283-2367# 8213,8213,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"57090 Ten Mile Road South Lyon, MI 48178",248-446-0382# 1748,1748,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"22421 Pontiac Trail South Lyon, MI 48178",248-437-8131# 8066,8066,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"61019 Silver Lake Rd. South Lyon, MI 48178",248-437-8626# 8304,8304,FALSE,2021-11-20
,"2310 Metropolitan Pkwy Sterling Heights, MI 48310",,17329,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3678 15 Mile Rd Sterling Heights, MI 48310",586-977-3610# 8014,8014,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"15142 Hall Rd., Sterling Heights, MI 48313",586-247-5610# 8078,8078,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13475 Fifteen Mile Rd. Sterling Heights, MI 48312",586-268-2900# 8080,8080,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4025 18 Mile Rd. Sterling Heights, MI 48314",586-803-6271# 8191,8191,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"43611 Schoenherr Rd. Sterling Heights, MI 48313",586-254-8418# 8300,8300,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2387 Orchard Lake Road Sylvan Lake, MI 48320",248-682-3666# 8227,8227,FALSE,2021-11-20
,"14099 Pardee Rd Taylor, MI 48180",,16087,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"22000 Ecorse Rd. Taylor, MI 48180",313-295-3031# 8051,8051,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"26101 Eureka Rd. Taylor, MI 48180",734-942-0870# 8125,8125,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"22300 Goddard Taylor, MI 48180",313-299-3400# 8218,8218,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"807 West Chicago Blvd. Tecumseh, MI 49286",517-423-6676# 8025,8025,FALSE,2021-11-20
,"3130 S Airport Rd W Traverse City, MI 49684",,16197,TRUE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"626 West Front St. Traverse City, MI 49684",231-935-0185# 6843,6843,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1625 King Rd. Trenton, MI 48183",734-671-4302# 8064,8064,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"3575 West Road Trenton, MI 48183",734-362-0441# 8232,8232,FALSE,2021-11-20
,"1301 Coolidge Hwy Troy, MI 48084",,16656,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"125 East Long Lake Rd. Troy, MI 48085",248-879-9114# 8026,8026,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1980 E. Big Beaver Road Troy, MI 48083",248-689-1051# 8030,8030,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"2045 W South Blvd., West Troy, MI 48098",248-879-8322# 8162,8162,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"4963 John R. Road Troy, MI 48085",248-689-2157# 8242,8242,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"10915 Belleville Road Van Buren Township, MI 48111",734-697-4000# 8042,8042,FALSE,2021-11-20
,"3248 Alpine Ave Nw Walker, MI 49544",,16145,TRUE,2021-11-20
,"495 Haggerty Hwy Walled Lake, MI 48390",,16328,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"100 W. Maple Rd. Walled Lake, MI 48390",248-624-4555# 8002,8002,FALSE,2021-11-20
,"28800 Dequindre Rd Warren, MI 48092",,17568,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13608 E 9 Mile Rd Warren, MI 48089",586-771-9700# 8039,8039,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"25109 Ryan Rd. Warren, MI 48091",586-756-8900# 8045,8045,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"31111 Schoenherr Rd Warren, MI 48088",586-276-4501# 8050,8050,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"26081 Hoover Warren, MI 48089",586-754-7080# 8069,8069,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"4239 E 12 Mile Rd. Warren, MI 48092",586-558-5560# 8135,8135,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"15051 E. Thirteen Mile Rd.. Warren, MI 48088",586-415-6565# 8146,8146,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7960 Cooley Lake Rd. Waterford, MI 48327",248-366-3101# 8038,8038,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"4995 Highland Rd. Waterford, MI 48328",248-674-2261# 8049,8049,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4300 Dixie Hwy Waterford, MI 48329",248-673-9800# 8112,8112,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport,"1156 W. Huron Waterford, MI 48328",248-738-0459# 8166,8166,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2950 S Newburgh Rd Wayne, MI 48184",734-728-6500# 8138,8138,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"31450 Van Born Wayne, MI 48184",734-728-4295# 8211,8211,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4295 Orchard Lake Rd. West Bloomfield, MI 48323",248-626-5434# 8020,8020,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7498 Haggerty Road West Bloomfield, MI 48322",248-592-2063# 8084,8084,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6070 West Maple Road West Bloomfield, MI 48322",248-865-2290# 8239,8239,FALSE,2021-11-20
,"35401 Warren Rd Westland, MI 48185",,16088,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7291 N. Middlebelt Road Westland, MI 48185",734-522-5200# 8008,8008,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"31411 Cherry Hill Westland, MI 48186",734-326-2990# 8010,8010,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1750 S. Wayne Rd. Westland, MI 48186",734-721-3444# 8059,8059,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6501 N. Wayne Rd. Westland, MI 48185",734-729-9210# 8065,8065,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"7250 N Venoy Rd Westland, MI 48185",734-422-5150# 8164,8164,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"31501 Joy Road Westland, MI 48185",734-427-9100# 8212,8212,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"37530 Cherry Hill Rd. Westland, MI 48185",734-727-0322# 927,927,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"10501 Highland Rd. White Lake, MI 48386",248-698-8876# 8299,8299,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"7488 Village Center Dr. Whitmore Lake, MI 48189",810-231-4179# 5741,5741,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"1585 N Wixom Road Wixom, MI 48393",248-668-2261# 8229,8229,FALSE,2021-11-20
,"23555 Allen Rd Woodhaven, MI 48183",,16347,TRUE,2021-11-20
Accepts SNAP|COVID Testing|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"2025 Fort Street Wyandotte, MI 48192",734-283-9640# 8029,8029,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"131 Elm St. Wyandotte, MI 48192",734-283-7007# 8118,8118,FALSE,2021-11-20
,"5455 Clyde Park Ave Sw Wyoming, MI 49509",,16437,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5603 Byron Center Sw Wyoming, MI 49519",616-530-2338# 7549,7549,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3601 Clyde Park Sw Wyoming, MI 49509",616-257-6641# 8290,8290,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2375 28th Street Sw Wyoming, MI 49519",616-249-7174# 8306,8306,FALSE,2021-11-20
,"3749 Carpenter Rd Ypsilanti, MI 48197",,16629,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5408 Whittaker Rd. Ypsilanti, MI 48197",734-481-3381# 1758,1758,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1415 E. Michigan Ave Ypsilanti, MI 48198",734-482-2550# 8023,8023,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"3090 Carpenter Ypsilanti, MI 48197",734-973-7402# 8083,8083,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"2151 Washtenaw Ypsilanti, MI 48197",734-483-8900# 8165,8165,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"25 2nd Street Northeast Aitkin, MN 56431",218-927-3754# 10397,10397,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"740 Railroad Ave. P.o. Box 550 Albany, MN 56307",320-845-7540# 10771,10771,FALSE,2021-11-20
,"4404 Highway 29 S Alexandria, MN 56308",,16268,TRUE,2021-11-20
,"2000 Bunker Lake Blvd Nw Andover, MN 55304",,17118,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"3633 Bunker Lake Blvd., Nw Andover, MN 55304",763-421-5011# 7110,7110,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"657 E. Main St Anoka, MN 55303",763-427-2287# 8930,8930,FALSE,2021-11-20
,"15150 Cedar Ave Apple Valley, MN 55124",,16176,TRUE,2021-11-20
MinuteClinic,"15560 Pilot Knob Rd Apple Valley, MN 55124",,17453,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"15115 Dove Trail Apple Valley, MN 55124",952-423-3200# 1995,1995,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"15051 Galaxie Ave. Apple Valley, MN 55124",952-432-3535# 663,663,FALSE,2021-11-20
,"14546 Dellwood Dr Baxter, MN 56425",,16186,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2312 Bemidji Ave. N Bemidji, MN 56601",218-751-1626# 10756,10756,FALSE,2021-11-20
,"2100 Paul Bunyan Dr Nw Bemidji, MN 56601",,16184,TRUE,2021-11-20
MinuteClinic,"1500 109th Ave Ne Blaine, MN 55449",,16953,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"2357 108th Lane Ne Blaine, MN 55449",763-780-0776# 7152,7152,FALSE,2021-11-20
,"2555 W 79th St Bloomington, MN 55431",,16002,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"8936 Lyndale Ave. Bloomington, MN 55420",952-881-0163# 3060,3060,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"5801 Brooklyn Blvd. Brooklyn Center, MN 55429",763-537-1237# 1683,1683,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4400 Oak Grove Parkway Brooklyn Park, MN 55443",763-315-1935# 11070,11070,FALSE,2021-11-20
,"7535 W Broadway Ave Brooklyn Park, MN 55428",,16213,TRUE,2021-11-20
,"1300 State Highway 55 Ne Buffalo, MN 55313",,16299,TRUE,2021-11-20
MinuteClinic,"810 County Rd 42 W Burnsville, MN 55337",,17405,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"12751 Nicollet Ave. Burnsville, MN 55337",952-736-8130# 5472,5472,FALSE,2021-11-20
,"215 Balsam St N Cambridge, MN 55008",,16646,TRUE,2021-11-20
MinuteClinic,"11990 Business Park Blvd N Champlin, MN 55316",,16952,TRUE,2021-11-20
,"851 W 78th St Chanhassen, MN 55317",,16300,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"7765 Galpin Blvd. Chanhassen, MN 55317",952-474-6623# 1747,1747,FALSE,2021-11-20
MinuteClinic,"111 Pioneer Trl Chaska, MN 55318",,16691,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"10930 University Ave., Nw Coon Rapids, MN 55448",763-755-6316# 1303,1303,FALSE,2021-11-20
,"8600 Springbrook Dr Nw Coon Rapids, MN 55433",,16267,TRUE,2021-11-20
,"3300 124th Ave Nw Coon Rapids, MN 55433",,16508,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"2017 Coon Rapids Blvd. Coon Rapids, MN 55433",763-757-5615# 5997,5997,FALSE,2021-11-20
,"8655 E Point Douglas Rd S Cottage Grove, MN 55016",,16189,TRUE,2021-11-20
,"5537 W Broadway Ave Crystal, MN 55428",,16000,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"1314 Babcock Blvd., E Delano, MN 55328",763-972-3266# 5311,5311,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"329 Frazee Street East Detroit Lakes, MN 56501",218-847-1484# 5616,5616,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1714 Center Ave West Dilworth, MN 56529",218-287-5147# 6810,6810,FALSE,2021-11-20
,"1902 Miller Trunk Hwy Duluth, MN 55811",,16001,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4528 Grand Ave. Duluth, MN 55807",218-624-2820# 6686,6686,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1215 E. Superior St. Duluth, MN 55802",218-724-3735# 6691,6691,FALSE,2021-11-20
,"2000 Cliff Lake Rd Eagan, MN 55122",,16138,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"4241 Johnny Cake Ridge Rd., Corner Of Diffley Road Eagan, MN 55122",651-688-7041# 6715,6715,FALSE,2021-11-20
MinuteClinic,"8225 Flying Cloud Dr Eden Prairie, MN 55344",,16056,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"8251 Columbine Rd. Eden Prairie, MN 55344",952-941-1266# 3562,3562,FALSE,2021-11-20
MinuteClinic,"7000 York Ave S Edina, MN 55435",,17380,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"6905 York Ave. Edina, MN 55435",952-920-0126# 5788,5788,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"19605 Pilot Knob Rd. Farmington, MN 55024",651-463-3693# 241,241,FALSE,2021-11-20
,"356 12th St Sw Forest Lake, MN 55025",,16594,TRUE,2021-11-20
MinuteClinic,"755 53rd Ave Ne Fridley, MN 55421",,17278,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5696 University Ave. Fridley, MN 55432",763-571-2081# 8435,8435,FALSE,2021-11-20
,"2140 S Pokegama Ave Grand Rapids, MN 55744",,16333,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"1411 Vermillion Hastings, MN 55033",651-438-2200# 10252,10252,FALSE,2021-11-20
,"1370 Highway 15 S Hutchinson, MN 55350",,16565,TRUE,2021-11-20
MinuteClinic,"7841 Amana Trail Inver Grove Heights, MN 55077",,17549,TRUE,2021-11-20
MinuteClinic,"18275 Kenrick Ave Lakeville, MN 55044",,16816,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"17578 Dodd Blvd. Lakeville, MN 55044",952-432-8770# 1784,1784,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"17665 Kenwood Tr. Lakeville, MN 55044",952-435-3784# 5308,5308,FALSE,2021-11-20
,"749 Apollo Dr Lino Lakes, MN 55014",,16780,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"2650 Rice St. Little Canada, MN 55113",651-484-0504# 4573,4573,FALSE,2021-11-20
,"1850 Adams St Mankato, MN 56001",,16190,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1175 Madison Ave. Mankato, MN 56001",507-625-1791# 3054,3054,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1610 Monks Avenue Mankato, MN 56001",507-625-1553# 6635,6635,FALSE,2021-11-20
MinuteClinic,"15300 Grove Circle N Maple Grove, MN 55369",,17273,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"6300 Wedgewood Rd., North Maple Grove, MN 55311",763-551-1215# 7197,7197,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"2196 White Bear Ave. N. Maplewood, MN 55109",651-704-0322# 1751,1751,FALSE,2021-11-20
,"300 Clydesdale Trl Medina, MN 55340",,17300,TRUE,2021-11-20
MinuteClinic,"13201 Ridgedale Dr Minnetonka, MN 55305",,16027,TRUE,2021-11-20
MinuteClinic,"4848 County Road 101 Minnetonka, MN 55345",,16695,TRUE,2021-11-20
,"1447 E 7th St Monticello, MN 55362",,17260,TRUE,2021-11-20
,"3301 Highway 10 E Moorhead, MN 56560",,16185,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|Photo & Passport|UPS Access Point,"822 30th Ave. South Moorhead, MN 56560",218-236-0807# 8527,8527,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|MinuteClinic|Photo & Passport|UPS Access Point,"2800 Highway 10 Ne Mounds View, MN 55112",763-780-1549# 5999,5999,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"7932 27th Avenue North New Hope, MN 55427",763-544-3338# 4658,4658,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"7901 Bass Lake Rd. New Hope, MN 55428",763-257-0130# 5992,5992,FALSE,2021-11-20
,"2323 Highway 3 S Northfield, MN 55057",,16566,TRUE,2021-11-20
MinuteClinic,"2199 Hwy 36 E North Saint Paul, MN 55109",,16543,TRUE,2021-11-20
,"7900 32nd St N Oakdale, MN 55128",,17218,TRUE,2021-11-20
MinuteClinic,"15800 87th St Ne Otsego, MN 55330",,17509,TRUE,2021-11-20
,"301 Park Dr Owatonna, MN 55060",,16449,TRUE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"17435 County Road 6 Plymouth, MN 55447",763-473-0977# 11046,11046,FALSE,2021-11-20
,"4175 Vinewood Ln N Plymouth, MN 55442",,16191,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"4140 County Road 101 N Plymouth, MN 55446",763-478-4612# 6811,6811,FALSE,2021-11-20
,"151 Tyler Rd N Red Wing, MN 55066",,16852,TRUE,2021-11-20
MinuteClinic,"6445 Richfield Pkwy Richfield, MN 55423",,17368,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6540 Penn Avenue South Richfield, MN 55423",612-866-3040# 2152,2152,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"4152 Lakeland Ave. North Robbinsdale, MN 55422",763-535-2459# 1129,1129,FALSE,2021-11-20
,"3827 Marketplace Dr Nw Rochester, MN 55901",,16690,TRUE,2021-11-20
,"4611 Maine Ave Se Rochester, MN 55904",,17387,TRUE,2021-11-20
,"21615 S Diamond Lake Rd Rogers, MN 55374",,16788,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"21455 John Milless Dr. Rogers, MN 55374",763-428-2629# 4696,4696,FALSE,2021-11-20
MinuteClinic,"1515 County Road B W Roseville, MN 55113",,17187,TRUE,2021-11-20
,"4201 W Division St, Suite A124 Saint Cloud, MN 56301",,16054,TRUE,2021-11-20
,"125 Lincoln Ave Se Saint Cloud, MN 56304",,16352,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"2420 Division St. Saint Cloud, MN 56301",320-253-5366# 6507,6507,FALSE,2021-11-20
,"3601 Highway 100 S Saint Louis Park, MN 55416",,16078,TRUE,2021-11-20
Accepts SNAP|Accepts WIC|HealthHub|MinuteClinic|Photo & Passport,"4656 Excelsior Blvd. Saint Louis Park, MN 55416",952-929-0140# 6649,6649,FALSE,2021-11-20
Accepts SNAP|Accepts WIC|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"600 Central Ave E Saint Michael, MN 55376",763-497-6632# 5920,5920,FALSE,2021-11-20
